Date,Accident_Severity,Weather_Conditions,Road_Surface_Conditions,Light_Conditions,Vehicle_Type,Road_Type,Speed_limit,Number_of_Casualties,Number_of_Vehicles,Latitude,Longitude
2016-01-27 16:12:10.086724,Slight,Fine no high winds,Dry,Daylight,Car,Dual carriageway,30,3,2,53.0071,-3.5446
2016-01-29 14:58:11.927951,Slight,Fine no high winds,Dry,Darkness - lights lit,Pedal cycle,Dual carriageway,40,1,3,54.2574,0.5525
2016-01-31 13:44:13.769179,Serious,Fine no high winds,Frost or ice,Daylight,Motorcycle,Single carriageway,40,2,2,57.5357,-0.5242
2016-02-02 12:30:15.610406,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,70,1,2,55.45,-0.9367
2016-02-04 11:16:17.451634,Slight,Fine no high winds,Wet or damp,Daylight,Van,Single carriageway,30,1,1,55.1648,-3.2659
2016-02-06 10:02:19.292861,Slight,Raining no high winds,Frost or ice,Darkness - lights lit,Car,Dual carriageway,40,3,1,55.6929,-2.419
2016-02-08 08:48:21.134089,Serious,Fine no high winds,Wet or damp,Daylight,Car,Dual carriageway,50,5,1,57.3449,-1.2892
2016-02-10 07:34:22.975316,Slight,Raining no high winds,Dry,Darkness - lights lit,Car,Single carriageway,60,1,1,51.9881,-0.5169
2016-02-12 06:20:24.816544,Slight,Raining no high winds,Wet or damp,Darkness - lights lit,Car,Roundabout,40,4,2,54.9059,-2.9922
2016-02-14 05:06:26.657771,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,70,3,2,53.2032,-3.9512
2016-02-16 03:52:28.498999,Serious,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,70,4,1,50.0948,-2.1038
2016-02-18 02:38:30.340226,Serious,Fine + high winds,Dry,Daylight,Car,Single carriageway,30,3,1,51.0024,-1.3442
2016-02-20 01:24:32.181454,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Single carriageway,30,4,3,52.5999,-2.9856
2016-02-22 00:10:34.022681,Serious,Fine no high winds,Dry,Daylight,Bus or coach,Single carriageway,20,4,3,54.52,-1.2931
2016-02-23 22:56:35.863909,Slight,Unknown,Dry,Daylight,Goods vehicle,One way street,30,1,1,57.0518,-2.1383
2016-02-25 21:42:37.705136,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,40,1,2,56.3289,-1.497
2016-02-27 20:28:39.546364,Serious,Raining no high winds,Dry,Darkness - lighting unknown,Car,One way street,70,3,1,54.4267,-2.089
2016-02-29 19:14:41.387591,Slight,Unknown,Wet or damp,Daylight,Car,Single carriageway,60,5,2,50.591,-0.5434
2016-03-02 18:00:43.228819,Serious,Fine no high winds,Wet or damp,Darkness - no lighting,Car,Slip road,30,1,2,52.2873,-3.7641
2016-03-04 16:46:45.070046,Serious,Fine no high winds,Dry,Daylight,Goods vehicle,Dual carriageway,30,1,3,52.9337,-3.06
2016-03-06 15:32:46.911274,Slight,Fine no high winds,Dry,Daylight,Bus or coach,One way street,40,2,1,54.9737,-1.6199
2016-03-08 14:18:48.752501,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,40,1,1,50.5194,-2.0404
2016-03-10 13:04:50.593729,Slight,Fine no high winds,Dry,Daylight,Car,Dual carriageway,30,5,2,54.2415,-1.846
2016-03-12 11:50:52.434956,Slight,Raining no high winds,Dry,Daylight,Car,One way street,60,2,1,57.2117,0.4207
2016-03-14 10:36:54.276184,Slight,Fine no high winds,Frost or ice,Daylight,Motorcycle,Single carriageway,70,4,3,55.6435,0.8748
2016-03-16 09:22:56.117411,Fatal,Fine no high winds,Dry,Darkness - no lighting,Car,Single carriageway,30,4,3,56.3766,-2.6323
2016-03-18 08:08:57.958639,Slight,Unknown,Dry,Darkness - lights lit,Taxi,Single carriageway,60,2,1,55.4534,0.6002
2016-03-20 06:54:59.799866,Serious,Fine + high winds,Dry,Darkness - lights lit,Goods vehicle,One way street,30,2,1,51.6527,-1.4767
2016-03-22 05:41:01.641094,Slight,Raining no high winds,Dry,Daylight,Car,Single carriageway,60,2,3,50.8839,-2.494
2016-03-24 04:27:03.482321,Serious,Fine no high winds,Dry,Daylight,Motorcycle,Single carriageway,40,3,1,56.6359,1.42
2016-03-26 03:13:05.323549,Slight,Raining no high winds,Wet or damp,Daylight,Pedal cycle,Single carriageway,30,5,2,55.564,0.5364
2016-03-28 01:59:07.164776,Slight,Fine no high winds,Dry,Darkness - lights lit,Motorcycle,Single carriageway,70,5,1,54.6005,1.4684
2016-03-30 00:45:09.006004,Slight,Fine no high winds,Dry,Darkness - no lighting,Car,Roundabout,40,4,2,51.5143,-3.075
2016-03-31 23:31:10.847231,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,60,4,1,54.8268,-3.2089
2016-04-02 22:17:12.688458,Serious,Raining + high winds,Dry,Daylight,Goods vehicle,Dual carriageway,30,4,1,50.2506,-1.2314
2016-04-04 21:03:14.529686,Slight,Fine no high winds,Dry,Daylight,Motorcycle,One way street,20,1,3,50.9507,-0.4875
2016-04-06 19:49:16.370913,Slight,Fine no high winds,Snow,Daylight,Motorcycle,Single carriageway,30,4,2,52.4951,-3.0592
2016-04-08 18:35:18.212141,Slight,Fine no high winds,Wet or damp,Daylight,Goods vehicle,Dual carriageway,40,2,3,53.5499,0.7324
2016-04-10 17:21:20.053368,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Pedal cycle,Single carriageway,50,4,1,50.9645,-1.0739
2016-04-12 16:07:21.894596,Fatal,Fine + high winds,Dry,Darkness - lights lit,Pedal cycle,Dual carriageway,30,2,3,50.9595,-1.7398
2016-04-14 14:53:23.735823,Fatal,Raining no high winds,Dry,Daylight,Car,Single carriageway,50,3,1,55.8071,-0.6887
2016-04-16 13:39:25.577051,Serious,Fine + high winds,Dry,Daylight,Car,Dual carriageway,50,1,1,54.5578,-0.5078
2016-04-18 12:25:27.418278,Slight,Fine no high winds,Wet or damp,Darkness - lighting unknown,Bus or coach,Single carriageway,60,1,1,54.2699,-3.7647
2016-04-20 11:11:29.259506,Slight,Fine no high winds,Wet or damp,Daylight,Bus or coach,Single carriageway,40,5,2,53.6195,1.4994
2016-04-22 09:57:31.100733,Serious,Fine no high winds,Dry,Daylight,Motorcycle,Dual carriageway,70,3,2,57.8123,-1.9984
2016-04-24 08:43:32.941961,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,40,2,2,50.3984,-3.6615
2016-04-26 07:29:34.783188,Fatal,Fine no high winds,Dry,Daylight,Goods vehicle,Dual carriageway,40,3,3,51.445,0.6878
2016-04-28 06:15:36.624416,Fatal,Fine + high winds,Frost or ice,Daylight,Bus or coach,Single carriageway,30,1,1,55.1801,1.4616
2016-04-30 05:01:38.465643,Serious,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Dual carriageway,30,2,3,51.0909,0.49
2016-05-02 03:47:40.306871,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,20,3,3,54.715,0.6854
2016-05-04 02:33:42.148098,Slight,Fine no high winds,Dry,Daylight,Car,Dual carriageway,50,1,1,54.5421,-0.5574
2016-05-06 01:19:43.989326,Serious,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Single carriageway,30,2,3,57.768,1.0728
2016-05-08 00:05:45.830553,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,30,2,1,57.0671,-3.8034
2016-05-09 22:51:47.671781,Slight,Unknown,Dry,Darkness - no lighting,Car,Single carriageway,60,1,1,57.5644,0.217
2016-05-11 21:37:49.513008,Slight,Fine + high winds,Dry,Darkness - no lighting,Car,Dual carriageway,30,2,1,50.9088,-0.3111
2016-05-13 20:23:51.354236,Fatal,Snowing no high winds,Wet or damp,Daylight,Motorcycle,Single carriageway,30,1,1,56.9452,-3.7273
2016-05-15 19:09:53.195463,Serious,Fine no high winds,Dry,Darkness - lights lit,Motorcycle,Roundabout,30,4,3,51.0327,-1.0081
2016-05-17 17:55:55.036691,Slight,Fine no high winds,Dry,Daylight,Goods vehicle,Roundabout,60,4,3,55.0635,-1.1672
2016-05-19 16:41:56.877918,Slight,Fine no high winds,Frost or ice,Darkness - lighting unknown,Car,Single carriageway,30,2,3,55.7606,-0.1966
2016-05-21 15:27:58.719146,Slight,Fine no high winds,Dry,Daylight,Car,Dual carriageway,40,2,2,51.2868,-3.5736
2016-05-23 14:14:00.560373,Fatal,Raining + high winds,Dry,Darkness - lighting unknown,Goods vehicle,Single carriageway,40,1,3,55.0613,0.429
2016-05-25 13:00:02.401601,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,50,2,3,50.4197,-3.2333
2016-05-27 11:46:04.242828,Slight,Fine no high winds,Dry,Daylight,Van,Dual carriageway,50,5,2,52.3461,-1.6973
2016-05-29 10:32:06.084056,Serious,Fine no high winds,Wet or damp,Daylight,Goods vehicle,Dual carriageway,60,4,1,57.3693,0.8471
2016-05-31 09:18:07.925283,Serious,Fine no high winds,Dry,Darkness - lighting unknown,Car,Dual carriageway,20,2,1,51.3738,-0.9171
2016-06-02 08:04:09.766511,Serious,Raining no high winds,Dry,Darkness - no lighting,Taxi,Single carriageway,30,2,1,50.5222,-1.9122
2016-06-04 06:50:11.607738,Serious,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,30,3,2,53.5494,-3.7349
2016-06-06 05:36:13.448965,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Single carriageway,30,2,3,56.8049,-0.3025
2016-06-08 04:22:15.290193,Slight,Fine no high winds,Wet or damp,Daylight,Motorcycle,Dual carriageway,30,5,3,50.6134,1.426
2016-06-10 03:08:17.131420,Serious,Fine no high winds,Dry,Daylight,Car,Single carriageway,30,4,3,52.8443,1.0149
2016-06-12 01:54:18.972648,Serious,Fine + high winds,Dry,Daylight,Pedal cycle,Dual carriageway,40,3,3,57.1982,-0.0549
2016-06-14 00:40:20.813875,Serious,Raining + high winds,Wet or damp,Daylight,Car,Single carriageway,50,1,2,50.9452,-3.4209
2016-06-15 23:26:22.655103,Serious,Snowing no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,1,3,52.4853,-2.6831
2016-06-17 22:12:24.496330,Slight,Fine + high winds,Wet or damp,Daylight,Motorcycle,Single carriageway,60,4,1,56.2274,-2.9723
2016-06-19 20:58:26.337558,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Motorcycle,Single carriageway,30,1,2,54.3457,-2.045
2016-06-21 19:44:28.178785,Serious,Raining no high winds,Wet or damp,Daylight,Car,Single carriageway,30,5,2,56.6587,-2.7047
2016-06-23 18:30:30.020013,Slight,Fine no high winds,Dry,Daylight,Car,Roundabout,40,2,1,50.8928,-2.6556
2016-06-25 17:16:31.861240,Serious,Fine no high winds,Dry,Daylight,Goods vehicle,Roundabout,20,4,1,57.3644,-0.608
2016-06-27 16:02:33.702468,Serious,Raining + high winds,Wet or damp,Daylight,Car,Single carriageway,30,3,3,57.4793,-2.2471
2016-06-29 14:48:35.543695,Serious,Fine no high winds,Dry,Daylight,Goods vehicle,Single carriageway,30,2,1,51.2425,-0.2756
2016-07-01 13:34:37.384923,Slight,Fog or mist,Dry,Daylight,Motorcycle,Single carriageway,70,1,2,50.271,1.2134
2016-07-03 12:20:39.226150,Slight,Fine no high winds,Frost or ice,Daylight,Bus or coach,Roundabout,60,1,2,57.9187,-0.4884
2016-07-05 11:06:41.067378,Slight,Raining no high winds,Frost or ice,Daylight,Bus or coach,Single carriageway,30,3,2,53.858,0.1341
2016-07-07 09:52:42.908605,Slight,Raining no high winds,Dry,Daylight,Car,One way street,60,5,3,54.5766,0.1337
2016-07-09 08:38:44.749833,Slight,Raining + high winds,Dry,Daylight,Motorcycle,Single carriageway,60,3,3,54.9272,-2.1811
2016-07-11 07:24:46.591060,Slight,Raining no high winds,Dry,Darkness - no lighting,Goods vehicle,Single carriageway,50,4,1,56.3173,-3.9177
2016-07-13 06:10:48.432288,Slight,Raining no high winds,Wet or damp,Darkness - no lighting,Car,One way street,60,3,3,56.4959,-3.6972
2016-07-15 04:56:50.273515,Slight,Fine no high winds,Frost or ice,Daylight,Van,Single carriageway,30,1,3,51.5514,-2.4487
2016-07-17 03:42:52.114743,Slight,Fine no high winds,Dry,Daylight,Car,Dual carriageway,30,5,2,51.8931,-0.2075
2016-07-19 02:28:53.955970,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,40,5,2,57.0147,0.9868
2016-07-21 01:14:55.797198,Slight,Raining no high winds,Frost or ice,Darkness - lights unlit,Car,Single carriageway,40,3,1,56.5561,1.2734
2016-07-23 00:00:57.638425,Serious,Fine no high winds,Dry,Daylight,Van,Single carriageway,40,4,2,54.941,-3.8578
2016-07-24 22:46:59.479653,Slight,Raining no high winds,Dry,Daylight,Car,Dual carriageway,40,1,3,57.9576,1.4455
2016-07-26 21:33:01.320880,Slight,Fine no high winds,Snow,Daylight,Goods vehicle,Dual carriageway,70,2,1,55.8815,-2.2263
2016-07-28 20:19:03.162108,Slight,Fine no high winds,Dry,Daylight,Pedal cycle,Single carriageway,70,5,1,51.7267,0.6363
2016-07-30 19:05:05.003335,Serious,Raining no high winds,Wet or damp,Daylight,Car,One way street,60,3,2,56.7732,-3.0084
2016-08-01 17:51:06.844563,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,60,4,2,53.3179,-3.6541
2016-08-03 16:37:08.685790,Slight,Fine no high winds,Dry,Daylight,Bus or coach,Single carriageway,70,4,2,50.2892,-1.919
2016-08-05 15:23:10.527018,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Single carriageway,30,1,1,52.5714,0.7241
2016-08-07 14:09:12.368245,Slight,Snowing no high winds,Dry,Daylight,Goods vehicle,Single carriageway,30,5,2,56.1084,-2.7855
2016-08-09 12:55:14.209472,Slight,Raining no high winds,Flood over 3cm deep,Daylight,Car,Single carriageway,40,1,3,57.6816,-3.1532
2016-08-11 11:41:16.050700,Slight,Fine no high winds,Wet or damp,Darkness - no lighting,Car,Slip road,60,2,1,52.2091,1.0039
2016-08-13 10:27:17.891927,Slight,Fine no high winds,Dry,Daylight,Bus or coach,Single carriageway,40,2,2,51.9721,1.1609
2016-08-15 09:13:19.733155,Serious,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,60,2,3,54.5089,-3.931
2016-08-17 07:59:21.574382,Fatal,Fine + high winds,Dry,Daylight,Car,Single carriageway,30,4,3,56.4935,0.0009
2016-08-19 06:45:23.415610,Slight,Raining no high winds,Dry,Daylight,Car,Dual carriageway,30,5,2,55.9722,-2.2994
2016-08-21 05:31:25.256837,Slight,Fine no high winds,Dry,Darkness - lights unlit,Car,Roundabout,60,1,3,54.4797,-1.9391
2016-08-23 04:17:27.098065,Serious,Fine no high winds,Dry,Daylight,Car,Single carriageway,30,1,1,55.0511,-1.4199
2016-08-25 03:03:28.939292,Slight,Fine no high winds,Dry,Darkness - no lighting,Goods vehicle,Single carriageway,30,2,1,51.9368,-1.6526
2016-08-27 01:49:30.780520,Slight,Raining no high winds,Wet or damp,Daylight,Car,Single carriageway,30,5,3,53.4606,-1.1676
2016-08-29 00:35:32.621747,Slight,Fine + high winds,Wet or damp,Darkness - no lighting,Car,Single carriageway,30,5,1,52.0429,-0.797
2016-08-30 23:21:34.462975,Slight,Fine no high winds,Wet or damp,Daylight,Motorcycle,Single carriageway,60,3,2,57.0753,-1.4392
2016-09-01 22:07:36.304202,Fatal,Fine no high winds,Dry,Daylight,Car,Single carriageway,30,5,3,50.9004,-0.1414
2016-09-03 20:53:38.145430,Serious,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,40,5,1,55.4379,-0.0477
2016-09-05 19:39:39.986657,Serious,Snowing no high winds,Wet or damp,Darkness - lights unlit,Pedal cycle,Single carriageway,30,1,2,52.0823,-1.578
2016-09-07 18:25:41.827885,Slight,Fine no high winds,Dry,Darkness - no lighting,Bus or coach,Single carriageway,60,5,2,53.8046,-3.2165
2016-09-09 17:11:43.669112,Slight,Fine + high winds,Dry,Darkness - lights lit,Motorcycle,One way street,30,5,1,52.3953,-0.4765
2016-09-11 15:57:45.510340,Slight,Raining no high winds,Wet or damp,Darkness - no lighting,Motorcycle,One way street,50,1,3,52.586,0.2513
2016-09-13 14:43:47.351567,Slight,Fine no high winds,Wet or damp,Daylight,Car,Dual carriageway,60,5,2,52.0831,-0.4904
2016-09-15 13:29:49.192795,Slight,Fine no high winds,Dry,Daylight,Motorcycle,Single carriageway,30,1,2,56.0223,-0.7657
2016-09-17 12:15:51.034022,Serious,Fine no high winds,Dry,Daylight,Car,Single carriageway,60,3,2,52.9257,-2.7382
2016-09-19 11:01:52.875250,Serious,Raining no high winds,Wet or damp,Daylight,Car,Single carriageway,50,4,2,55.8109,-0.4517
2016-09-21 09:47:54.716477,Slight,Fine + high winds,Wet or damp,Daylight,Car,Dual carriageway,30,1,3,53.6486,-2.1583
2016-09-23 08:33:56.557705,Fatal,Raining no high winds,Wet or damp,Daylight,Car,Single carriageway,30,1,1,54.378,1.0576
2016-09-25 07:19:58.398932,Serious,Fine no high winds,Wet or damp,Daylight,Car,Roundabout,70,5,1,54.3463,-0.4045
2016-09-27 06:06:00.240160,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Van,One way street,60,1,1,57.8068,-2.47
2016-09-29 04:52:02.081387,Slight,Snowing no high winds,Dry,Daylight,Car,Single carriageway,30,2,2,52.9365,-1.3989
2016-10-01 03:38:03.922615,Slight,Fine + high winds,Dry,Daylight,Car,Dual carriageway,30,2,3,51.6615,0.6562
2016-10-03 02:24:05.763842,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,60,3,1,57.2943,-2.1549
2016-10-05 01:10:07.605070,Slight,Unknown,Wet or damp,Darkness - lights lit,Car,Single carriageway,50,1,3,51.3987,-1.1101
2016-10-06 23:56:09.446297,Serious,Raining no high winds,Wet or damp,Darkness - lights lit,Bus or coach,Single carriageway,60,5,1,56.6754,-0.2618
2016-10-08 22:42:11.287525,Slight,Raining no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,5,2,51.2017,0.1499
2016-10-10 21:28:13.128752,Slight,Raining no high winds,Dry,Daylight,Car,Roundabout,60,4,1,55.2698,-3.0436
2016-10-12 20:14:14.969979,Slight,Fine + high winds,Frost or ice,Daylight,Car,Single carriageway,30,3,2,51.2043,-0.8917
2016-10-14 19:00:16.811207,Slight,Raining no high winds,Wet or damp,Daylight,Bus or coach,Single carriageway,30,5,2,57.3847,1.0171
2016-10-16 17:46:18.652434,Serious,Fine no high winds,Frost or ice,Daylight,Car,Dual carriageway,50,4,1,54.5201,1.326
2016-10-18 16:32:20.493662,Serious,Fine no high winds,Wet or damp,Daylight,Car,Dual carriageway,70,5,3,52.6342,-0.3912
2016-10-20 15:18:22.334889,Slight,Fog or mist,Wet or damp,Daylight,Car,Single carriageway,30,4,2,51.1226,1.4101
2016-10-22 14:04:24.176117,Slight,Fine no high winds,Wet or damp,Daylight,Car,Roundabout,40,2,3,52.9695,-0.861
2016-10-24 12:50:26.017344,Slight,Fine no high winds,Frost or ice,Darkness - lights unlit,Car,Dual carriageway,50,2,1,55.6402,-1.5657
2016-10-26 11:36:27.858572,Slight,Fine no high winds,Wet or damp,Darkness - lights unlit,Motorcycle,Single carriageway,40,5,2,53.0796,-0.9663
2016-10-28 10:22:29.699799,Slight,Fine no high winds,Wet or damp,Daylight,Motorcycle,Single carriageway,60,3,3,51.9688,-3.3636
2016-10-30 09:08:31.541027,Slight,Raining no high winds,Dry,Daylight,Goods vehicle,Single carriageway,60,1,2,54.6193,-1.7906
2016-11-01 07:54:33.382254,Slight,Snowing no high winds,Dry,Daylight,Car,Roundabout,30,3,1,53.3426,-1.4788
2016-11-03 06:40:35.223482,Slight,Fine no high winds,Wet or damp,Daylight,Car,Dual carriageway,70,3,2,51.3264,0.6675
2016-11-05 05:26:37.064709,Slight,Fine no high winds,Dry,Darkness - lights unlit,Car,Roundabout,60,1,1,51.2319,0.1726
2016-11-07 04:12:38.905937,Slight,Fine no high winds,Dry,Daylight,Taxi,Single carriageway,60,2,3,55.6597,-0.6922
2016-11-09 02:58:40.747164,Slight,Raining + high winds,Dry,Darkness - lights lit,Motorcycle,Single carriageway,50,2,2,57.7974,-2.09
2016-11-11 01:44:42.588392,Slight,Raining no high winds,Dry,Daylight,Bus or coach,Single carriageway,60,1,3,51.8648,-2.9713
2016-11-13 00:30:44.429619,Slight,Fine no high winds,Dry,Darkness - lighting unknown,Car,Single carriageway,30,4,1,56.1852,-2.0873
2016-11-14 23:16:46.270847,Serious,Fine + high winds,Dry,Daylight,Car,Dual carriageway,30,3,1,50.7009,-0.2611
2016-11-16 22:02:48.112074,Serious,Raining + high winds,Frost or ice,Darkness - lights lit,Car,Dual carriageway,60,5,3,53.0526,-2.5533
2016-11-18 20:48:49.953302,Slight,Raining + high winds,Dry,Daylight,Motorcycle,Single carriageway,30,2,3,54.0535,-1.6521
2016-11-20 19:34:51.794529,Slight,Fog or mist,Dry,Darkness - lights lit,Pedal cycle,Single carriageway,30,5,1,52.15,-1.8728
2016-11-22 18:20:53.635757,Slight,Fine no high winds,Dry,Daylight,Van,Single carriageway,60,1,3,54.2366,0.2107
2016-11-24 17:06:55.476984,Slight,Fine + high winds,Wet or damp,Daylight,Car,Single carriageway,60,5,1,57.0609,0.8608
2016-11-26 15:52:57.318212,Slight,Fine no high winds,Dry,Darkness - lights unlit,Car,Single carriageway,30,5,3,57.5555,-0.1535
2016-11-28 14:38:59.159439,Fatal,Raining + high winds,Wet or damp,Darkness - no lighting,Van,Single carriageway,60,3,1,50.8045,-2.1212
2016-11-30 13:25:01.000667,Slight,Raining no high winds,Wet or damp,Darkness - no lighting,Motorcycle,Single carriageway,50,1,1,52.1748,-1.6175
2016-12-02 12:11:02.841894,Slight,Fine + high winds,Wet or damp,Darkness - lights lit,Car,Single carriageway,40,5,2,57.8331,-3.2116
2016-12-04 10:57:04.683122,Slight,Raining no high winds,Dry,Darkness - lights lit,Car,Single carriageway,60,2,1,52.1633,-3.0755
2016-12-06 09:43:06.524349,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,30,1,1,55.5417,-3.0964
2016-12-08 08:29:08.365577,Slight,Fine no high winds,Dry,Daylight,Car,Dual carriageway,30,2,2,52.0276,-3.2818
2016-12-10 07:15:10.206804,Fatal,Unknown,Snow,Daylight,Car,Single carriageway,30,4,2,52.8509,-3.0123
2016-12-12 06:01:12.048032,Slight,Fog or mist,Wet or damp,Darkness - lights lit,Motorcycle,Slip road,40,5,3,51.5302,-2.8852
2016-12-14 04:47:13.889259,Fatal,Fine no high winds,Dry,Daylight,Car,Single carriageway,40,1,3,56.8504,-3.3848
2016-12-16 03:33:15.730486,Serious,Fine no high winds,Dry,Daylight,Car,Single carriageway,60,2,1,57.0612,-0.4786
